title,genres,runtime,vote_average,vote_count,year
Dracula vs. Frankenstein,"['Horror', 'Science Fiction']",94.0,4.0,9.0,1971
Brain of Blood,"['Horror', 'Science Fiction']",87.0,1.0,1.0,1971
Five Bloody Graves,"['Western', 'Thriller']",88.0,3.0,4.0,1969
Satan's Sadists,"['Drama', 'Action', 'Thriller']",86.0,3.2,6.0,1969
"Cherry, Harry & Raquel!","['Action', 'Comedy']",71.0,7.1,7.0,1970
Common Law Cabin,"['Comedy', 'Drama']",70.0,7.6,5.0,1967
Fanny Hill,['Comedy'],96.0,5.0,2.0,1964
The Immoral Mr. Teas,['Comedy'],63.0,6.1,7.0,1959
Good Morning... and Goodbye!,"['Crime', 'Drama']",80.0,7.8,7.0,1967
Saturn in Opposition,['Drama'],110.0,6.8,71.0,2007
Stung,"['Comedy', 'Horror']",87.0,4.9,63.0,2015
The Last Survivors,"['Horror', 'Thriller', 'Action']",95.0,5.8,39.0,2014
Beloved Sisters,"['Romance', 'Drama', 'History']",180.0,5.5,20.0,2014
Syksyllä kaikki on toisin,[],113.0,0.0,0.0,1978
"Helsinki, Forever",[],74.0,5.0,1.0,2008
Prelude: Dog Star Man,[],25.0,7.2,17.0,1962
Dog Star Man: Part I,['Documentary'],30.0,6.5,18.0,1962
Dog Star Man: Part II,[],7.0,7.3,13.0,1963
Dog Star Man: Part III,[],11.0,7.1,15.0,1964
Dog Star Man: Part IV,[],6.0,7.0,14.0,1964
Mystery Woman,"['Mystery', 'Crime', 'Thriller']",88.0,0.0,1.0,2003
Hooligan,[],129.0,7.2,5.0,1998
Magic Mike XXL,"['Comedy', 'Drama', 'Music']",115.0,6.2,716.0,2015
Duel of Hearts,"['TV Movie', 'Drama', 'Mystery', 'Romance']",0.0,0.0,0.0,1992
Casa dell'amore... la polizia interviene,['Thriller'],85.0,0.0,0.0,1978
Babai,['Drama'],104.0,7.0,2.0,2015
Jackie & Ryan,['Drama'],90.0,5.5,49.0,2014
7 Minutes,"['Drama', 'Crime', 'Thriller']",92.0,5.1,35.0,2014
The Flesh,"['Drama', 'Romance']",90.0,6.0,3.0,1991
The House of Smiles,[],110.0,6.5,2.0,1991
I Love You,"['Drama', 'Fantasy', 'Romance']",101.0,5.6,8.0,1986
The Future Is Woman,['Drama'],99.0,7.0,1.0,1984
The Story of Piera,['Drama'],105.0,5.5,6.0,1983
Seeking Asylum,"['Comedy', 'Drama', 'Foreign']",110.0,4.7,3.0,1979
The Last Woman,['Drama'],108.0,6.0,6.0,1976
Liza,"['Drama', 'Romance']",100.0,6.8,3.0,1972
The Audience,"['Drama', 'Comedy']",106.0,5.8,4.0,1972
The Seed of Man,"['Drama', 'Science Fiction', 'Romance', 'Fantasy']",113.0,6.6,4.0,1969
"Oggi, domani, dopodomani",['Comedy'],95.0,6.8,3.0,1965
The Wedding March,['Comedy'],0.0,7.5,4.0,1965
The Ape Woman,"['Drama', 'Comedy']",92.0,8.2,5.0,1964
The Conjugal Bed,"['Drama', 'Comedy']",0.0,4.9,5.0,1963
The Wheelchair,"['Comedy', 'Drama']",85.0,7.1,8.0,1960
The Little Apartment,"['Drama', 'Comedy']",87.0,7.0,4.0,1959
Los Chicos,[],90.0,5.0,2.0,1959
The Black Kung Fu Experience,"['Documentary', 'History']",57.0,4.8,2.0,2012
The New Year,"['Drama', 'Comedy', 'Romance']",96.0,6.2,5.0,2010
Loves Her Gun,['Drama'],99.0,5.5,4.0,2014
Vacation!,"['Comedy', 'Crime']",90.0,5.0,1.0,2010
Good Night,"['Comedy', 'Drama']",83.0,5.9,4.0,2013
Escape Clause,"['Thriller', 'TV Movie']",99.0,4.1,6.0,1996
Woman in the Dark,"['Crime', 'Drama']",68.0,0.0,0.0,1934
Grave Secrets: The Legacy of Hilltop Drive,"['Horror', 'Thriller', 'TV Movie']",97.0,4.5,6.0,1992
The Confession,"['Drama', 'TV Movie']",88.0,6.0,3.0,2013
Fifteen and Pregnant,['Drama'],96.0,5.1,9.0,1998
Fading of the Cries,"['Horror', 'Mystery', 'Fantasy', 'Action']",90.0,3.5,10.0,2011
Hidden Away,"['Mystery', 'Drama', 'Thriller']",84.0,0.0,0.0,2013
Wild Hearts,"['TV Movie', 'Drama']",84.0,5.0,4.0,2006
Rey gitano,['Comedy'],,4.2,13.0,2015
Babysitter Massacre,['Horror'],78.0,3.0,3.0,2013
A Real American Hero,"['Crime', 'Drama']",94.0,0.0,0.0,1978
Darkness Falls,"['Drama', 'Horror', 'Thriller', 'Romance', 'Foreign']",90.0,4.0,1.0,1999
The Nostradamus Kid,[],120.0,3.5,2.0,1993
The Secret Pact,['Thriller'],94.0,6.0,1.0,2001
The Butterfly Room,"['Horror', 'Thriller']",87.0,5.9,38.0,2012
Mrs. Ashboro's Cat,"['Thriller', 'Family']",90.0,3.6,5.0,2003
An American Terror,"['Drama', 'Horror']",85.0,3.8,2.0,2013
Model Behavior,"['Comedy', 'Family', 'Drama']",89.0,5.4,6.0,2000
Susie Q,"['Comedy', 'Drama', 'Family', 'Mystery', 'TV Movie']",83.0,3.9,8.0,1996
The Search for General Tso,['Documentary'],71.0,6.8,21.0,2014
The Immortalists,['Documentary'],78.0,5.4,5.0,2014
Love Comes Lately,"['Drama', 'Comedy', 'Romance']",86.0,5.5,3.0,2007
Dimensions,"['Drama', 'Science Fiction']",99.0,4.8,7.0,2011
Bits & Pieces,['Drama'],110.0,3.5,2.0,1996
Helen,"['Drama', 'Foreign']",79.0,5.7,3.0,2008
Screwed,"['Action', 'Crime']",110.0,5.2,12.0,2011
Forever's End,"['Thriller', 'Drama']",92.0,3.4,4.0,2013
Copkiller,"['Crime', 'Thriller']",117.0,4.5,4.0,1983
Tale of a Vampire,"['Romance', 'Horror', 'Drama']",93.0,5.0,3.0,1992
The Lady and the Highwayman,"['Action', 'Drama', 'Foreign', 'Romance']",90.0,3.3,7.0,1989
Strange Girls,['Thriller'],0.0,4.0,1.0,2007
Ultimate Heist,"['Action', 'Adventure', 'Thriller']",94.0,4.7,31.0,2009
Battle of the Brave,"['Drama', 'History', 'Romance', 'War']",143.0,5.5,4.0,2004
Gross Misconduct,"['Thriller', 'Drama']",90.0,5.0,2.0,1993
Moving Target,"['Thriller', 'Crime', 'Drama', 'Romance']",100.0,4.7,5.0,1988
Devoured,"['Thriller', 'Horror', 'Drama']",89.0,6.4,13.0,2012
Neverlake,"['Horror', 'Drama', 'Mystery']",86.0,5.3,24.0,2013
Callie & Son,['Drama'],142.0,0.0,0.0,1981
Drifters,['Comedy'],111.0,6.2,9.0,2011
El camino,['Drama'],91.0,5.0,1.0,2008
The Jungle Book,"['Family', 'Adventure', 'Drama', 'Fantasy']",106.0,6.7,2977.0,2016
Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans,"['Action', 'Animation', 'Adventure']",0.0,5.9,26.0,1993
Dragon Ball Z: Resurrection 'F',"['Action', 'Adventure', 'Animation', 'Fantasy']",93.0,6.8,377.0,2015
Embryo,"['Horror', 'Science Fiction']",104.0,4.6,5.0,1976
Flight of the Doves,"['Drama', 'Family']",105.0,6.3,4.0,1971
Counterpoint,"['Adventure', 'War', 'Action']",106.0,7.0,4.0,1967
Stonemouth,[],120.0,0.0,0.0,2015
"Rag. Arturo De Fanti, bancario precario",[],0.0,5.5,5.0,1980
Vieni avanti cretino,['Comedy'],98.0,7.4,34.0,1982
To My Dear Mother on Her Birthday,['Comedy'],105.0,6.5,1.0,1974
Señor Droopy,['Animation'],8.0,6.8,5.0,1949
Accidental Love,"['Romance', 'Comedy']",100.0,3.9,95.0,2015
"I, Claudius","['Drama', 'History']",669.0,7.1,22.0,1976
The Apocalypse Code,"['Action', 'Adventure']",110.0,5.7,8.0,2007
Mammoth,"['Action', 'Comedy', 'Science Fiction', 'Horror']",90.0,3.6,13.0,2006
The Restless,"['Drama', 'Action', 'Romance']",102.0,5.9,20.0,2006
Love Thy Neighbor,"['Drama', 'Thriller']",89.0,6.4,5.0,2006
Bombay Velvet,"['Crime', 'Drama', 'Thriller']",151.0,5.4,17.0,2015
Ambush at Cimarron Pass,"['Action', 'War', 'Western']",73.0,5.0,3.0,1958
Dark Souls,"['Horror', 'Thriller']",95.0,4.4,9.0,2011
Sugar,['Drama'],88.0,6.0,3.0,2013
Cave of the Sharks,"['Action', 'Adventure', 'Horror']",90.0,0.0,0.0,1978
"Colpo grosso, grossissimo...anzi probabile",['Comedy'],93.0,0.0,0.0,1972
Cross Current,"['Crime', 'Horror', 'Thriller']",90.0,5.0,1.0,1971
Serial Killing 101,"['Horror', 'Comedy']",89.0,5.8,5.0,2004
Sistemo l'America e torno,[],,6.5,1.0,1974
What Am I Doing in the Middle of the Revolution?,"['Adventure', 'Comedy']",103.0,5.0,1.0,1972
Barking Water,['Drama'],85.0,7.0,3.0,2009
Monk Dawson,['Drama'],104.0,7.0,1.0,1998
Love & Air Sex,['Comedy'],92.0,5.0,12.0,2013
Casualties,"['Drama', 'Thriller']",85.0,6.0,2.0,1997
Jack Brown: Genius,[],0.0,5.0,1.0,1994
There's Always Woodstock,"['Romance', 'Comedy', 'Music']",90.0,5.4,12.0,2014
Death Sentence,"['Crime', 'Drama', 'Mystery', 'Thriller']",74.0,5.9,5.0,1974
Maladies,['Drama'],96.0,5.4,7.0,2013
The Initiation of Sarah,"['Drama', 'Horror', 'Thriller']",96.0,5.5,12.0,2006
I Am I,['Drama'],87.0,6.0,1.0,2013
Muirhouse,[],0.0,3.8,4.0,2013
Silent Tongue,"['Western', 'Drama', 'Horror']",102.0,4.0,3.0,1993
Funkytown,['Drama'],132.0,5.0,11.0,2011
New Year,"['Romance', 'Comedy', 'Drama']",77.0,5.0,1.0,2011
The Other Me,"['TV Movie', 'Family', 'Comedy', 'Fantasy']",90.0,5.4,14.0,2000
Turn the Beat Around,['Drama'],93.0,0.5,2.0,2010
The Two Mr. Kissels,"['TV Movie', 'Drama']",142.0,4.7,6.0,2008
Silent Witness,"['TV Movie', 'Drama', 'Crime']",120.0,6.5,2.0,2011
Victoria Day,['Drama'],88.0,0.0,0.0,2009
Big Muddy,"['Crime', 'Western']",104.0,5.5,3.0,2014
Man in the Mirror: The Michael Jackson Story,"['Drama', 'Documentary']",87.0,5.0,3.0,2004
Michael Jackson Dangerous Tour - Bucharest - 1992,['Music'],122.0,8.1,11.0,1992
Michael Jackson: Number Ones,['Music'],79.0,7.5,14.0,2003
Tsumugi,"['Drama', 'Romance']",61.0,3.0,2.0,2004
The Chinese Mayor,"['Documentary', 'Drama']",89.0,6.8,4.0,2015
Hunger,['Animation'],10.0,6.2,6.0,1974
The Border,"['Drama', 'History']",114.0,5.3,9.0,2007
The Man from U.N.C.L.E.,"['Comedy', 'Action', 'Adventure']",116.0,7.1,2306.0,2015
The Widowmaker,['Documentary'],96.0,7.3,2.0,2015
The Ritual,"['Drama', 'Horror']",114.0,6.0,1.0,2009
Expecting,"['Comedy', 'Drama']",87.0,4.9,21.0,2013
Servants of Twilight,"['Horror', 'Thriller']",0.0,5.6,9.0,1991
Last Day of Summer,"['Comedy', 'Drama']",85.0,5.5,10.0,2009
Deserter,"['Drama', 'War']",90.0,5.3,6.0,2002
Live at the Foxes Den,['Drama'],103.0,4.8,2.0,2013
Pulsar,"['Drama', 'Thriller', 'Mystery', 'Romance', 'Foreign']",91.0,5.0,3.0,2010
The Opponent,"['Drama', 'Action']",90.0,5.2,3.0,2001
The Kitchen,"['Comedy', 'Drama']",79.0,4.7,10.0,2012
House of the Sleeping Beauties,"['Drama', 'Foreign', 'Thriller']",99.0,6.2,5.0,2006
River's End,[],90.0,4.5,2.0,2005
Pinprick,"['Drama', 'Thriller', 'Foreign']",93.0,5.0,2.0,2009
Justice League: Gods and Monsters,"['Action', 'Animation', 'Fantasy']",76.0,6.9,151.0,2015
Her Fatal Flaw,"['Drama', 'Thriller', 'Crime', 'Mystery']",90.0,2.0,1.0,2006
186 Dollars to Freedom,"['Action', 'Drama']",101.0,4.8,5.0,2012
Call Me,"['Thriller', 'Drama']",96.0,5.5,1.0,1988
The Expedition,[],107.0,2.0,1.0,0
Cinemanovels,"['Drama', 'Romance', 'Comedy']",89.0,6.0,3.0,2013
Enigma,['Science Fiction'],42.0,4.0,1.0,2009
Kill Cruise,"['Adventure', 'Drama', 'Thriller']",98.0,4.5,2.0,1990
Fetish,[],0.0,2.0,1.0,2008
Wicked Ways,"['Drama', 'Thriller']",110.0,0.0,0.0,1999
Carver,['Horror'],97.0,4.2,11.0,2008
Stalled,"['Comedy', 'Horror']",81.0,5.1,18.0,2013
The Teacher,"['Thriller', 'Crime']",98.0,2.9,7.0,1974
Invader,"['Science Fiction', 'Romance']",90.0,5.5,5.0,1997
The Chateau Meroux,"['Drama', 'Comedy', 'Romance']",94.0,5.0,10.0,2011
The Big Ask,"['Comedy', 'Drama']",0.0,4.6,6.0,2014
Baseline,"['Action', 'Crime', 'Drama']",96.0,5.7,3.0,2010
All Eyes And Ears,[],0.0,0.0,0.0,2015
Treehouse,"['Thriller', 'Horror', 'Mystery']",96.0,3.5,26.0,2014
Sorrow,"['Horror', 'Crime', 'Drama']",90.0,3.0,2.0,2015
The Livingston Gardener,"['Drama', 'Mystery']",0.0,1.5,2.0,2015
Greg Fitzsimmons: Life on Stage,['Comedy'],60.0,5.5,2.0,2013
Nothing Bad Can Happen,['Drama'],110.0,6.8,8.0,2013
Burying the Ex,"['Comedy', 'Horror']",89.0,5.5,136.0,2014
7 Days in Hell,"['TV Movie', 'Comedy']",43.0,6.4,132.0,2015
Echoes Of War,"['Western', 'Drama', 'Thriller']",100.0,6.5,15.0,2015
The Walk,"['Adventure', 'Drama', 'Thriller']",123.0,6.9,1151.0,2015
13 Hours: The Secret Soldiers of Benghazi,"['Action', 'Drama', 'History', 'Thriller', 'War']",144.0,7.0,963.0,2016
Spectral,"['Thriller', 'Action', 'Science Fiction']",108.0,6.3,453.0,2016
French Women,['Comedy'],116.0,5.6,127.0,2014
Mondo Candido,"['Adventure', 'Comedy']",107.0,4.5,2.0,1975
Meet Him And Die,['Crime'],94.0,5.0,1.0,1976
Station to Station,['Drama'],71.0,7.6,5.0,2014
East Wind,['Drama'],110.0,0.0,0.0,1993
Monk With a Camera,['Documentary'],90.0,7.9,4.0,2014
The Town That Was,[],71.0,6.8,3.0,2007
Staten Island Summer,['Comedy'],108.0,5.7,77.0,2015
Aalavandhan,"['Action', 'Thriller']",178.0,7.5,4.0,2001
Augustine,"['Drama', 'History']",102.0,5.7,13.0,2012
Battle of the Coral Sea,['War'],86.0,7.0,2.0,1959
Haunts,['Horror'],97.0,6.0,4.0,1977
Captain Apache,['Action'],94.0,4.3,10.0,1971
Calendar Girl Murders,"['TV Movie', 'Crime']",100.0,4.5,2.0,1984
Cold Feet,"['Crime', 'Comedy']",94.0,0.0,0.0,1989
Nasty Baby,"['Comedy', 'Drama']",101.0,5.1,27.0,2015
Bad Night,"['Comedy', 'Adventure']",92.0,4.9,15.0,2015
Breaking the Silence,['Drama'],96.0,0.0,0.0,1992
This Is Not an Exit: The Fictional World of Bret Easton Ellis,['Documentary'],80.0,1.8,2.0,1998
Paparazzi,['Comedy'],109.0,5.4,11.0,1998
"Thelma, Louise et Chantal",[],0.0,5.3,5.0,2010
Azzurro,[],84.0,0.0,0.0,2000
Bar Sport,"['Comedy', 'Family']",93.0,4.7,47.0,2011
Welcome to the North,['Comedy'],110.0,5.6,276.0,2012
Some Say No,['Comedy'],95.0,5.9,27.0,2011
Come Dio comanda,['Drama'],103.0,6.5,26.0,2008
Women Vs Men,['Comedy'],98.0,5.3,133.0,2011
Giulia Doesn't Date at Night,"['Drama', 'Thriller']",105.0,7.0,8.0,2009
Unlikely Revolutionaries,[],102.0,5.1,10.0,2010
The Commander and the Stork,[],108.0,6.6,10.0,2012
The Father and the Foreigner,[],0.0,6.0,1.0,2010
The Worst Christmas of My Life,['Comedy'],0.0,5.5,86.0,2012
The First Assignment,['Drama'],90.0,6.0,2.0,2011
Il rosso e il blu,[],0.0,6.0,22.0,2012
Isole,[],0.0,0.0,1.0,2011
Italians,['Comedy'],116.0,5.3,48.0,2009
The Last Man on Earth,"['Drama', 'Science Fiction']",100.0,5.5,5.0,2011
La bella società,['Drama'],0.0,4.0,2.0,2009
La scuola è finita,[],0.0,6.8,3.0,2010
La peggior settimana della mia vita,['Comedy'],0.0,5.9,96.0,2011
La vita facile,"['Comedy', 'Drama']",0.0,6.1,21.0,2011
Lezioni di cioccolato,['Comedy'],99.0,5.8,42.0,2007
The White Space,[],96.0,5.6,8.0,2009
Men Vs Women,['Comedy'],113.0,5.5,149.0,2010
Escort in love,['Comedy'],95.0,6.0,107.0,2011
Niente paura,[],,6.0,2.0,2010
Tous les soleils,['Comedy'],105.0,6.5,12.0,2011
Scattered Cloud,[],0.0,5.5,2.0,2011
A Matter of Heart,"['Comedy', 'Drama']",104.0,6.1,13.0,2009
Saimir's decision,[],88.0,6.7,3.0,2004
Sorelle Mai,['Drama'],105.0,7.0,2.0,2011
A Special Day,"['Romance', 'Drama']",89.0,4.8,5.0,2012
Una donna per la vita,['Comedy'],0.0,5.3,3.0,2012
A Quiet Life,['Drama'],105.0,6.4,22.0,2010
The Landlords,['Drama'],90.0,4.8,6.0,2012
Every Blessed Day,['Comedy'],102.0,7.1,59.0,2012
Venti anni,['Documentary'],,0.0,0.0,2012
All'ultima spiaggia,['Comedy'],,4.0,5.0,2012
Gli equilibristi,['Drama'],100.0,7.0,9.0,2012
A Perfect Family,['Comedy'],120.0,6.6,33.0,2012
The Santa Claus Gang,['Comedy'],100.0,5.8,185.0,2010
Cosimo and Nicole,"['Drama', 'Comedy']",100.0,6.6,7.0,2012
The Bad Child,[],0.0,8.3,2.0,2013
Crazy Me,['Comedy'],94.0,5.9,47.0,2013
All Against All,['Comedy'],0.0,5.8,11.0,2013
Out of the Blue,['Comedy'],0.0,5.9,73.0,2013
Mai Stati Uniti,['Comedy'],0.0,5.8,61.0,2012
There Will Come a Day,"['Comedy', 'Drama']",109.0,6.0,4.0,2013
Tutto parla di te,[],83.0,0.0,0.0,2012
Ammutta muddica al cinema,['Comedy'],,6.3,43.0,2013
Welcome Mr. President!,['Comedy'],100.0,6.1,133.0,2013
Passione sinistra,['Comedy'],0.0,5.7,18.0,2013
"Bianca come il latte, rossa come il sangue","['Drama', 'Comedy']",0.0,6.3,153.0,2013
Studio illegale,['Comedy'],0.0,4.3,9.0,2013
Cha cha cha,"['Crime', 'Drama']",90.0,6.3,9.0,2013
Love & Slaps,['Comedy'],107.0,6.0,20.0,2010
I Can Quit Whenever I Want,['Comedy'],100.0,7.4,327.0,2014
La gente che sta bene,['Comedy'],0.0,4.5,29.0,2014
The Devil's Violinist,['Drama'],122.0,5.8,37.0,2013
The Future,['Drama'],94.0,5.7,9.0,2013
Ti ricordi di me?,"['Romance', 'Comedy']",91.0,6.9,46.0,2014
As Melhores Coisas do Mundo,['Comedy'],100.0,6.3,18.0,2010
Un boss in salotto,['Comedy'],0.0,6.0,111.0,2014
"Zoran, il mio nipote scemo",['Comedy'],0.0,6.6,9.0,2013
A Castle in Italy,"['Comedy', 'Drama']",104.0,5.8,10.0,2013
The Human Factor,"['Comedy', 'Thriller']",83.0,3.7,3.0,2013
Aspirante vedovo,['Comedy'],84.0,4.5,84.0,2013
L'ultima ruota del carro,"['Comedy', 'Drama']",0.0,6.4,27.0,2013
We Believed,"['Drama', 'History']",170.0,5.8,6.0,2010
Una piccola impresa meridionale,['Comedy'],0.0,5.2,21.0,2013
Come il vento,['Drama'],0.0,6.4,5.0,2013
Midnight Sun,"['Family', 'Adventure']",120.0,5.8,18.0,2014
Andiamo a quel paese,['Comedy'],0.0,5.9,94.0,2014
I corpi estranei,[],,5.8,2.0,2013
Roanoke: The Lost Colony,"['History', 'Drama']",86.0,0.0,0.0,2007
Che ne sarà di noi,[],100.0,5.6,46.0,2004
Tu la conosci Claudia?,['Comedy'],0.0,6.6,183.0,2004
The Man Who Will Come,['Drama'],115.0,6.8,13.0,2009
La scuola,"['Comedy', 'Drama']",0.0,7.4,10.0,1995
The Yes Man,[],92.0,7.2,6.0,1991
Due partite,['Drama'],,6.6,15.0,2009
Alza la testa,['Drama'],,6.8,3.0,2009
Break Free,[],113.0,6.0,3.0,2003
Genitori & figli:) - Agitare bene prima dell'uso,['Comedy'],0.0,5.4,39.0,2010
The Second Wedding Night,['Comedy'],103.0,6.4,8.0,2005
A Whole Life Ahead,"['Romance', 'Drama', 'Comedy']",117.0,6.5,65.0,2008
Black and White,['Comedy'],0.0,5.5,10.0,2008
We Can Do That,['Comedy'],111.0,7.2,51.0,2008
Let's Hope It's a Girl,['Comedy'],120.0,6.5,5.0,1986
Just a Father,[],89.0,6.9,24.0,2008
Ex,['Comedy'],120.0,5.4,101.0,2009
La matassa,['Comedy'],98.0,6.6,83.0,2009
Qualunquemente,['Comedy'],96.0,5.6,99.0,2011
Cado dalle nubi,['Comedy'],99.0,6.5,299.0,2009
The Jewel,['Drama'],110.0,6.0,11.0,2011
Scialla!,['Comedy'],0.0,6.3,49.0,2011
Bingo Bongo,['Comedy'],102.0,5.7,24.0,1982
Ale e Franz - È tanto che aspetti?,[],0.0,8.5,4.0,2002
Provocateur,"['Thriller', 'Action', 'Drama']",103.0,3.0,1.0,1998
Too Scared to Scream,"['Crime', 'Mystery', 'Thriller']",100.0,6.5,1.0,1985
Death of a Ghost Hunter,"['Horror', 'Thriller']",107.0,4.4,17.0,2007
Dark Mountain,"['Horror', 'Science Fiction', 'Thriller']",82.0,5.5,6.0,2013
Ghost of Goodnight Lane,"['Horror', 'Comedy']",97.0,4.4,9.0,2014
Black Day Blue Night,"['Drama', 'Thriller', 'Crime', 'Romance']",93.0,6.7,3.0,1996
After Death,"['Mystery', 'Comedy', 'Drama', 'Science Fiction']",105.0,4.3,2.0,2012
The Opposite Sex,['Comedy'],96.0,4.1,9.0,2014
Skew,"['Horror', 'Thriller', 'Mystery']",83.0,4.4,21.0,2011
Modus Operandi,"['Action', 'Thriller', 'Crime']",80.0,6.1,5.0,2010
Bipolar,"['Thriller', 'Mystery']",80.0,9.0,1.0,2014
Rudyland,['Documentary'],0.0,0.0,0.0,2001
The Employer,['Thriller'],85.0,3.5,12.0,2013
Top of the World,"['Action', 'Drama', 'Thriller']",140.0,0.0,0.0,1998
Find Me,['Horror'],87.0,4.5,8.0,2014
Brutal,['Crime'],91.0,5.1,4.0,2012
I Can See You,"['Horror', 'Thriller']",97.0,4.3,3.0,2008
Criminal Passion,"['Crime', 'Mystery', 'Thriller']",96.0,4.0,2.0,1994
Shark Week,['Horror'],90.0,2.8,9.0,2012
Annie's Garden,"['Thriller', 'Drama']",97.0,0.0,0.0,1997
Lake Placid vs. Anaconda,"['Action', 'Horror']",92.0,4.7,23.0,2015
The Rise and Rise of Bitcoin,"['Documentary', 'History']",96.0,7.0,23.0,2014
President,['Thriller'],97.0,6.1,4.0,2006
The Gallows,"['Horror', 'Thriller']",87.0,4.9,370.0,2015
Memory Lane,"['Thriller', 'Crime', 'Science Fiction']",70.0,4.1,12.0,2011
Tangled,"['Drama', 'Mystery', 'Thriller']",100.0,5.4,14.0,2001
The Wedding Chest,"['Comedy', 'Drama']",104.0,7.3,2.0,2005
Christian Finnegan: The Fun Part,['Comedy'],61.0,6.7,3.0,2014
Elon Gold: Chosen and Taken,['Comedy'],60.0,5.0,2.0,2014
Giordano Bruno,['Drama'],115.0,6.7,6.0,1973
In My Dreams,"['Romance', 'Drama', 'Fantasy']",94.0,6.1,58.0,2014
Tokyo Tribe,"['Music', 'Science Fiction', 'Action', 'Drama', 'Crime']",116.0,6.5,36.0,2014
The Baroness and the Butler,"['Comedy', 'Drama', 'Romance']",80.0,6.5,1.0,1938
Young Dragons: Kung Fu Kids,['Comedy'],90.0,7.0,1.0,1986
Embrace of the Vampire,['Horror'],91.0,4.5,30.0,2013
Treasure of Matecumbe,"['Action', 'Adventure']",117.0,4.3,2.0,1976
"Back to Back, Face to Face",['Drama'],138.0,6.8,3.0,1994
The Midnight Swim,"['Mystery', 'Drama']",84.0,5.3,11.0,2015
Dormant Beauty,['Drama'],115.0,6.7,16.0,2012
Eadweard,['Drama'],104.0,7.8,4.0,2015
Taken in Broad Daylight,"['TV Movie', 'Drama', 'Crime']",89.0,4.7,11.0,2009
Hannah's Law,"['Western', 'TV Movie']",88.0,2.8,3.0,2012
Brooklyn Boheme,['Documentary'],0.0,6.8,6.0,2012
Spiders,"['Horror', 'Science Fiction', 'Thriller']",94.0,4.3,26.0,2000
Basilicata coast to coast,"['Comedy', 'Drama']",105.0,6.0,70.0,2010
Smash Cut,"['Comedy', 'Horror']",82.0,4.3,15.0,2009
Waar,"['Action', 'Drama', 'Thriller']",0.0,5.3,15.0,2013
In the Name of God,"['Drama', 'Foreign']",168.0,6.1,7.0,2007
Almost Blue,['Thriller'],82.0,6.0,9.0,2000
Neshoba,['Documentary'],87.0,0.0,0.0,2010
Gettin' It,['Comedy'],93.0,2.0,2.0,2006
Hands in the Air,"['Drama', 'Comedy', 'Romance']",90.0,6.0,4.0,2010
El vals de los inútiles,['Documentary'],0.0,5.7,3.0,2014
Feast,"['Animation', 'Comedy', 'Drama', 'Family']",6.0,8.0,420.0,2014
Adventure,"['Drama', 'Romance', 'Comedy']",135.0,2.0,2.0,1945
Alias Jesse James,"['Action', 'Comedy']",92.0,6.8,5.0,1959
Bombers B-52,"['Drama', 'Romance']",106.0,5.3,3.0,1957
Dennis Rodman's Big Bang in PyongYang,['Documentary'],93.0,6.6,8.0,2015
Greased Lightning,"['Action', 'Comedy', 'Drama']",96.0,6.4,5.0,1977
Heart of the North,"['Western', 'Adventure']",83.0,0.0,0.0,1938
Four Rode Out,['Western'],90.0,5.0,1.0,1970
Haunting of Cellblock 11,"['Thriller', 'Horror']",85.0,3.5,11.0,2014
Uptown,['Drama'],75.0,5.0,1.0,2009
Creature,"['Science Fiction', 'Thriller', 'Horror']",97.0,4.7,20.0,1985
Crawl or Die,"['Thriller', 'Science Fiction', 'Horror']",86.0,4.9,26.0,2014
CLONED: The Recreator Chronicles,['Horror'],91.0,4.8,14.0,2012
The Rift,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",82.0,4.4,11.0,1990
Jacob,['Horror'],90.0,3.7,5.0,2011
Get Lucky,['Action'],86.0,5.9,12.0,2013
Raising Jeffrey Dahmer,"['Drama', 'Horror']",100.0,5.0,1.0,2006
This Is Not a Movie,"['Drama', 'Comedy', 'Science Fiction', 'Foreign']",99.0,5.9,8.0,2011
Fear Lives Here,"['Horror', 'Thriller']",80.0,3.8,2.0,2013
Complicity,"['Drama', 'Thriller']",81.0,3.3,3.0,2013
Shank,"['Action', 'Drama', 'Thriller']",90.0,5.0,29.0,2010
Tom Sawyer & Huckleberry Finn,"['Family', 'Action', 'Adventure', 'Drama']",90.0,4.6,7.0,2014
Joe Dirt 2: Beautiful Loser,['Comedy'],107.0,4.3,45.0,2015
Loophole,['Crime'],80.0,6.3,2.0,1954
The Ninja Immovable Heart,"['Action', 'Drama']",97.0,3.5,3.0,2014
Finding Fanny,"['Romance', 'Comedy', 'Drama']",102.0,5.4,21.0,2014
The Blue Lamp,"['Crime', 'Drama']",84.0,7.0,18.0,1950
"The Death of ""Superman Lives"": What Happened?",['Documentary'],105.0,6.7,49.0,2015
In Heaven There Is No Beer?,"['Documentary', 'Music']",50.0,5.0,1.0,1984
Made In Paris,"['Comedy', 'Romance']",103.0,0.0,0.0,1966
Return to Treasure Island,"['Adventure', 'Animation', 'Comedy']",106.0,6.5,18.0,1988
Roadblock,['Crime'],73.0,4.9,5.0,1951
Detour,"['Thriller', 'Action', 'Crime', 'Drama']",0.0,0.0,0.0,1998
National Lampoon Presents: Endless Bummer,['Comedy'],105.0,4.0,10.0,2009
